349,"A2Q3AfterInitMeshif","永無止境的黑暗實在讓人提心吊膽。嗯...不過這樣就可以靠星星導航，對我而言還比較容易。","永無止境的黑暗實在讓人提心吊膽。嗯…不過這樣就可以靠星星導航，對我而言還比較容易。"
350,"A2Q3AfterInitCain","卓格南或許能對這件事給點建議。嗯...我想我得親自跟他談一談。","卓格南或許能對這件事給點建議。嗯…我想我得親自跟他談一談。"
354,"A2Q3EarlyReturnGeglash","太奇怪了，過了一晚...早上起來居然還是黑漆漆的。","太奇怪了，過了一晚…早上起來居然還是黑漆漆的。"
357,"A2Q3EarlyReturnLysander","老實說...我不太清楚利爪蛇魔的習性。卓格南可能會對他們所使用的魔法有更深入的見解。","老實說…我不太清楚利爪蛇魔的習性。卓格南可能會對他們所使用的魔法有更深入的見解。"
364,"A2Q3SuccessfulElzix","啊...我只用一個眼睛，也能欣賞回復原狀的太陽有多美麗。","啊…我只用一個眼睛，也能欣賞回復原狀的太陽有多美麗。"
365,"A2Q3SuccessfulGeglash","啊，太陽出來了...也沒多厲害嘛。
","啊，太陽出來了…也沒多厲害嘛。
"
367,"A2Q3SuccessfulMeshif","那個...你有搜刮到戰利品嗎？","那個…你有搜刮到戰利品嗎？"
370,"A2Q3SuccessfulLysander","啊...利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？","啊…利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？"
377,"A2Q4AfterInitJerhyn","當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上...

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮...但是千萬小心。","當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上…

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮…但是千萬小心。"
379,"A2Q4AfterInitGeglash","聽好了...我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
","聽好了…我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
"
382,"A2Q4AfterInitLysander","赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場...不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。","赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場…不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。"
384,"A2Q4AfterInitMeshif","啊...赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。","啊…赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。"
385,"A2Q4EarlyReturnElzix","我知道你已經和傑恩談過了。這麼說...你就是長久以來...事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？","我知道你已經和傑恩談過了。這麼說…你就是長久以來…事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？"
386,"A2Q4EarlyReturnJerhyn","大概在一年前，有位東方法師前來拜訪...我認為他是費斯傑利的一員...他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？","大概在一年前，有位東方法師前來拜訪…我認為他是費斯傑利的一員…他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？"
389,"A2Q4EarlyReturnLysander","啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛...他是瘋子。他很聰明，對，但是...他是瘋子。","啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛…他是瘋子。他很聰明，對，但是…他是瘋子。"
392,"A2Q4EarlyReturnMeshif","那個...既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。","那個…既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。"
395,"A2Q4EarlyReturnCain","我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了...

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！","我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了…

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！"
396,"A2Q4SuccessfulNarrator","追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓...在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。","追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓…在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。"
402,"A2Q4SuccessfulMeshif","哦...現在我們知道傑恩的小秘密了。好吧...我瞭解他要我一直待在這裡的原因了...真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？","哦…現在我們知道傑恩的小秘密了。好吧…我瞭解他要我一直待在這裡的原因了…真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？"
403,"A2Q4SuccessfulWarrivAct2","唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了...你可能救了我們所有人。","唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了…你可能救了我們所有人。"
405,"A2Q4SuccessfulLysander","赫拉森的心智？噢，日誌！好，嗯...能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的...我是說懷念跟她們聊天。","赫拉森的心智？噢，日誌！好，嗯…能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的…我是說懷念跟她們聊天。"
409,"A2Q5EarlyReturnJerhyn","根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺...

這個法師和卓格南談過很多事情，你何不去問問他？","根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺…

這個法師和卓格南談過很多事情，你何不去問問他？"
410,"A2Q5EarlyReturnDrognan","對...你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。","對…你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。"
411,"A2Q5EarlyReturnLysander","啊，沒錯，我記得，大概在...幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以...他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！","啊，沒錯，我記得，大概在…幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以…他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！"
415,"A2Q5EarlyReturnGeglash","所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝...但是你又不能喝，那就會讓你更想喝...怎麼？...你的問題是什麼？","所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝…但是你又不能喝，那就會讓你更想喝…怎麼？…你的問題是什麼？"
416,"A2Q5EarlyReturnFara","嗯...聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談...他知道的應該比我多。","嗯…聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談…他知道的應該比我多。"
417,"A2Q5EarlyReturnElzix","啊...瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
","啊…瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
"
420,"A2Q5SuccessfulGeglash","你問我怎麼看...嗯，看來一片模糊。","你問我怎麼看…嗯，看來一片模糊。"
423,"A2Q5SuccessfulElzix","你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳...","你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳…"
426,"A2Q5SuccessfulLysander","唉啊...跟邪惡打交道，就是這種下場。","唉啊…跟邪惡打交道，就是這種下場。"
429,"A2Q5SuccessfulCain","我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課...惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。","我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課…惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。"
430,"A2Q6InitJerhyn","我耳聞你的許多英勇功蹟。我覺得可以信任你，告訴你一些我一直無法說出口的事情...

卓格南和我下了一個結論，最近路經此處的黑暗流浪者，就是迪亞布羅！卓格南認為迪亞布羅正在沙漠尋找一座古墓，也就是偉大的赫拉迪姆法師塔拉夏囚禁巴爾的地方。

你必須找到迪亞布羅，阻止侵襲這座城市的恐怖邪惡力量。卓格南的智慧一定可以提供有用的建議，幫助你找到塔拉夏的古墓。

你可能得花上不少時間才能找到古墓。準備好就出發吧。","我耳聞你的許多英勇功蹟。我覺得可以信任你，告訴你一些我一直無法說出口的事情…

卓格南和我下了一個結論，最近路經此處的黑暗流浪者，就是迪亞布羅！卓格南認為迪亞布羅正在沙漠尋找一座古墓，也就是偉大的赫拉迪姆法師塔拉夏囚禁巴爾的地方。

你必須找到迪亞布羅，阻止侵襲這座城市的恐怖邪惡力量。卓格南的智慧一定可以提供有用的建議，幫助你找到塔拉夏的古墓。

你可能得花上不少時間才能找到古墓。準備好就出發吧。"
431,"A2Q6AfterInitJerhyn","眾所皆知，在沙漠的最深處，藏著七座偉大赫拉迪姆法師的古墓。其中一座就是塔拉夏囚禁之處。你必須探索每一座古墓，才能找出塔拉夏的正確地點。

不用我說，迪亞布羅當然也在找這些古墓...沒有人能想像，他在搜尋時會放出多少可怕怪物。","眾所皆知，在沙漠的最深處，藏著七座偉大赫拉迪姆法師的古墓。其中一座就是塔拉夏囚禁之處。你必須探索每一座古墓，才能找出塔拉夏的正確地點。

不用我說，迪亞布羅當然也在找這些古墓…沒有人能想像，他在搜尋時會放出多少可怕怪物。"
432,"A2Q6AfterInitElzix","那個...你打算去找那七座古墓嗎？你不知道嗎？那只是沙漠中的商人和旅行者之間的傳聞，沒人相信古墓真的存在。","那個…你打算去找那七座古墓嗎？你不知道嗎？那只是沙漠中的商人和旅行者之間的傳聞，沒人相信古墓真的存在。"
435,"A2Q6AfterInitGeglash","噢...我也想和你一起去古墓...但是...嗯...我不喜歡那些活死人。","噢…我也想和你一起去古墓…但是…嗯…我不喜歡那些活死人。"
442,"A2Q6SuccessfulJerhyn","你做得很好，能夠走到這一步的人的確不多，更不用說你還找到了真正的塔拉夏古墓。不幸的是，我聽說迪亞布羅和巴爾逃出你的手掌心，真是太可惜了...

如果你們想要前往東方，我已經下令讓馬席夫帶你們渡海。他應該也迫不及待想出航了。

祝你好運，並且再次感謝你拯救我心愛的城市。朋友，魯高因永遠歡迎你。","你做得很好，能夠走到這一步的人的確不多，更不用說你還找到了真正的塔拉夏古墓。不幸的是，我聽說迪亞布羅和巴爾逃出你的手掌心，真是太可惜了…

如果你們想要前往東方，我已經下令讓馬席夫帶你們渡海。他應該也迫不及待想出航了。

祝你好運，並且再次感謝你拯救我心愛的城市。朋友，魯高因永遠歡迎你。"
446,"A2Q6SuccessfulWarrivAct2","朋友，別擔心，你已經盡力了。

我認為迪亞布羅和巴爾現在正前往東方的庫拉斯特。你會找到他們的...我知道你可以。","朋友，別擔心，你已經盡力了。

我認為迪亞布羅和巴爾現在正前往東方的庫拉斯特。你會找到他們的…我知道你可以。"
448,"A2Q6SuccessfulGeglash","你激勵了我！但像你這樣的英雄，會讓我相較之下加倍的不堪...

啊，沒事啦...嘿，留點機會給我們這種小人物發揮，好嗎？","你激勵了我！但像你這樣的英雄，會讓我相較之下加倍的不堪…

啊，沒事啦…嘿，留點機會給我們這種小人物發揮，好嗎？"
449,"A2Q6SuccessfulDrognan","這是嚴重的挫敗...最不幸的是，巴爾的毀滅性影響吞噬了塔拉夏。有許多只有赫拉迪姆才知道的秘密，現在都成為巴爾對付我們的工具了。

你必須渡海前往東方的庫拉斯特，阻止迪亞布羅和巴爾解放他們的兄長墨菲斯托。

唉...東方帝國那邊不像從前那樣了，有一陣子沒聽到那邊的消息了。
 
時間就是關鍵。快去吧，我的朋友。希望命運眷顧你。","這是嚴重的挫敗…最不幸的是，巴爾的毀滅性影響吞噬了塔拉夏。有許多只有赫拉迪姆才知道的秘密，現在都成為巴爾對付我們的工具了。

你必須渡海前往東方的庫拉斯特，阻止迪亞布羅和巴爾解放他們的兄長墨菲斯托。

唉…東方帝國那邊不像從前那樣了，有一陣子沒聽到那邊的消息了。
 
時間就是關鍵。快去吧，我的朋友。希望命運眷顧你。"
451,"A2Q6SuccessfulGreiz","聽說這次你的敵人逃走了。嗯，換個方式思考的話，是你把惡魔趕跑了！如果你之後要離開的話...嗯，謝謝你的幫忙。","聽說這次你的敵人逃走了。嗯，換個方式思考的話，是你把惡魔趕跑了！如果你之後要離開的話…嗯，謝謝你的幫忙。"
452,"A2Q6SuccessfulCain","大天使泰瑞爾在兩百六十年前把靈魂石交給赫拉迪姆。

這非常不尋常，天堂的勢力很少這樣直接干預人類的命運，但泰瑞爾說這是他自己的決定。我們一直無法理解背後的原因。

也許他在天堂獨排眾議，認為我們沒有足夠的能力保護自己，又或是他看見了同袍沒有察覺的威脅。

地獄的行動通常直接與毀滅有關。相較之下，天堂的動機始終深不可測。

現在動作要快...要在迪亞布羅和巴爾與他們的兄長墨菲斯托會合之前阻止他們。如果三大罪惡之源再度聯手，我們所知的這個世界就不復存在了！","大天使泰瑞爾在兩百六十年前把靈魂石交給赫拉迪姆。

這非常不尋常，天堂的勢力很少這樣直接干預人類的命運，但泰瑞爾說這是他自己的決定。我們一直無法理解背後的原因。

也許他在天堂獨排眾議，認為我們沒有足夠的能力保護自己，又或是他看見了同袍沒有察覺的威脅。

地獄的行動通常直接與毀滅有關。相較之下，天堂的動機始終深不可測。

現在動作要快…要在迪亞布羅和巴爾與他們的兄長墨菲斯托會合之前阻止他們。如果三大罪惡之源再度聯手，我們所知的這個世界就不復存在了！"
453,"NatalyaIntroGossip1","這位英雄，你好，我聽說了你的事蹟，而且...我十分欽佩。很少有人類有能力抗衡三大罪惡之源跟他們的爪牙。

我的名字是娜塔亞，我是獵殺邪惡的人，也是古老組織的一員，誓言要獵殺墮落的法師。

我很想加入你的旅程，一起阻止三大魔王，可是我必須在這邊等候進一步的消息。我無法預測未來情勢會有多危險，但肯定超乎我們的想像。

在我收到下一步命令之前，我會待在這裡提供你需要的資訊。","這位英雄，你好，我聽說了你的事蹟，而且…我十分欽佩。很少有人類有能力抗衡三大罪惡之源跟他們的爪牙。

我的名字是娜塔亞，我是獵殺邪惡的人，也是古老組織的一員，誓言要獵殺墮落的法師。

我很想加入你的旅程，一起阻止三大魔王，可是我必須在這邊等候進一步的消息。我無法預測未來情勢會有多危險，但肯定超乎我們的想像。

在我收到下一步命令之前，我會待在這裡提供你需要的資訊。"
454,"NatalyaGossip1","艾席拉...？喔...她這法師很難溝通。我敢說她一定沒見過真正的邪惡。

縱容喝醉的傭兵是一回事，但是面對來自地獄的惡魔又是另一回事了。","艾席拉…？喔…她這法師很難溝通。我敢說她一定沒見過真正的邪惡。

縱容喝醉的傭兵是一回事，但是面對來自地獄的惡魔又是另一回事了。"
458,"CainAct3IntroGossip1","我很多年沒踏進繁榮的庫拉斯特了，但從來沒想過這地方居然會腐敗到這種程度。

當然，這一定是墨菲斯托的傑作！朋友，你最好快點出發。迪亞布羅和巴爾還在外面行動...你一定要找到他們！","我很多年沒踏進繁榮的庫拉斯特了，但從來沒想過這地方居然會腐敗到這種程度。

當然，這一定是墨菲斯托的傑作！朋友，你最好快點出發。迪亞布羅和巴爾還在外面行動…你一定要找到他們！"
463,"CainAct3Gossip5","你見過娜塔亞了嗎？她顯然是庫爾哈茲克的成員，那是一個延續了好幾個世紀的秘密組織...似乎和赫拉迪姆一樣久遠。

她在這裡出現讓我相當不安。根據傳統，這些人都發誓要獵殺背叛他們組織的法師。

我好奇她在這裡做什麼？","你見過娜塔亞了嗎？她顯然是庫爾哈茲克的成員，那是一個延續了好幾個世紀的秘密組織…似乎和赫拉迪姆一樣久遠。

她在這裡出現讓我相當不安。根據傳統，這些人都發誓要獵殺背叛他們組織的法師。

我好奇她在這裡做什麼？"
465,"HratliActIntroGossip1","旅人，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸...畢竟有好一段時間沒什麼客人了。
 
如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西...但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱...確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。","旅人，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸…畢竟有好一段時間沒什麼客人了。
 
如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西…但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱…確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"
466,"HratliActIntroSorGossip1","年輕的法師，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸...畢竟有好一段時間沒什麼客人了。
 
儘管我的魔法只能用來打造附魔武器，但我想你的魔法可以為這股恐怖的邪惡勢力畫下句點。願史卡辛的靈魂眷顧和保護你。

如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西...但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱...確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。","年輕的法師，歡迎來到庫拉斯特。現在很少人自願來這座古代城市了。我希望你帶著智慧過來，因為這裡最缺的就是理智。

我叫赫拉鐵力，專精於金屬製品的法師。能幫助你是我的榮幸…畢竟有好一段時間沒什麼客人了。
 
儘管我的魔法只能用來打造附魔武器，但我想你的魔法可以為這股恐怖的邪惡勢力畫下句點。願史卡辛的靈魂眷顧和保護你。

如你所見，墨菲斯托的勢力殘忍屠殺著這裡的人民。溝渠流著鮮血，惡魔到處肆虐。

庫拉斯特大部分的區域已經成了悽慘的叢林地獄。唯一安全的地方只有港口這一帶而已，魔法結界擋住了叢林裡的邪惡東西…但我不知道它還能撐多久。

更糟糕的是，撒卡蘭姆之子和墨菲斯托的勢力聯手了！撒卡蘭姆把人手都集中在神殿之城崔凡克那裡，它位於庫拉斯特深處的叢林中。

他們的狂熱…確實無與倫比，但我認為這些「聖光戰士」，就只是被幕後黑手操控的扭曲傀儡而已。"
468,"HratliGossip2","神殿之城裡有一座高塔，是很久以前由赫拉迪姆建造來囚禁...呃，你很快就會知道更多了！","神殿之城裡有一座高塔，是很久以前由赫拉迪姆建造來囚禁…呃，你很快就會知道更多了！"
481,"MeshifAct3Gossip2","我一路上不應該自吹自擂說著庫拉斯特的事情，天啊...我離開之後這裡變了好多。","我一路上不應該自吹自擂說著庫拉斯特的事情，天啊…我離開之後這裡變了好多。"
490,"AshearaIntroGossip1","嗨，你好。你一定是相當厲害的冒險者，才有辦法前來此地。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心...如果惹火他們，他們比叢林裡面的怪物還難纏。","嗨，你好。你一定是相當厲害的冒險者，才有辦法前來此地。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心…如果惹火他們，他們比叢林裡面的怪物還難纏。"
491,"AshearaIntroAmaGossip1","嗨，你好，你一定是亞馬遜人。我聽說你們是...卓越的流浪戰士。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心...如果惹火他們，他們比叢林裡面的怪物還難纏。","嗨，你好，你一定是亞馬遜人。我聽說你們是…卓越的流浪戰士。

我是艾席拉，我率領由法師組成的鐵狼傭兵團，在叢林裡面獵殺惡魔好幾個月了，可是不管怎麼殺，數量似乎絲毫不減。看來這整個地方已經被邪惡生物佔據了！

大家說，你是來幫忙的。如果真是如此，那你可以雇用我的手下。

但千萬小心…如果惹火他們，他們比叢林裡面的怪物還難纏。"
501,"AlkorIntroGossip1","走開，你們可以別來打擾嗎？我...

噢，你是新來的，對嗎？

我是鍊金師艾柯。我有藥水和膏藥，有需要的話可以賣你一些。

可是不要沒事就跑來這邊，我很討厭在研究時受到干擾！","走開，你們可以別來打擾嗎？我…

噢，你是新來的，對嗎？

我是鍊金師艾柯。我有藥水和膏藥，有需要的話可以賣你一些。

可是不要沒事就跑來這邊，我很討厭在研究時受到干擾！"
502,"AlkorIntroNecGossip1","走開，你們可以別來打擾嗎？我...

噢，你是死靈法師，對不對？我聽說你們會使用效果強大的藥水或類似的東西來喚醒死人和控制靈魂。有機會的話，我很想跟你聊聊你用的是哪些材料。

我是鍊金師艾柯。我有藥水和膏藥，有需要的話我可以賣你一些。

...沒事的話隨時可以來找我。","走開，你們可以別來打擾嗎？我…

噢，你是死靈法師，對不對？我聽說你們會使用效果強大的藥水或類似的東西來喚醒死人和控制靈魂。有機會的話，我很想跟你聊聊你用的是哪些材料。

我是鍊金師艾柯。我有藥水和膏藥，有需要的話我可以賣你一些。

…沒事的話隨時可以來找我。"
514,"OrmusIntroGossip1","你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧...就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。","你現在在和奧瑪斯說話。

他曾經是偉大的法師，如今卻活得像是沉船上的老鼠。你有問題想問奧瑪斯，同時懷疑自己。奧瑪斯在你身上看到奇異的分歧…就像其他具備英雄資質的人一樣。

和他交談，他可能會以智慧回報。或是轉身尋求你自身的智慧之道。"
