Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4841
putriddefiler_zap_hd1	9327		sfx/monster_hd	monster\putriddefiler\monster_putriddefiler_zap_1_hd.flac	0	0	0	0	0	200	200	90	105	3	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
putriddefiler_zap_hd2	9328		sfx/monster_hd	monster\putriddefiler\monster_putriddefiler_zap_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
putriddefiler_zap_hd3	9329		sfx/monster_hd	monster\putriddefiler\monster_putriddefiler_zap_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd1	9330		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_1_hd.flac	0	0	0	0	0	200	200	110	122	9	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd2	9331		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_2_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd3	9332		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_3_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd4	9333		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_4_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd5	9334		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_5_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd6	9335		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_6_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd7	9336		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_7_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd8	9337		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_8_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_attack_hd9	9338		sfx/monster_hd	monster\pygmy\monster_pygmy_attack_9_hd.flac	0	0	0	0	0	200	200	110	122	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_blowgun_hd1	9339		sfx/monster_hd	monster\pygmy\monster_pygmy_blowgun_1_hd.flac	0	0	0	0	0	255	255	98	98	4	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_blowgun_hd2	9340		sfx/monster_hd	monster\pygmy\monster_pygmy_blowgun_2_hd.flac	0	0	0	0	0	255	255	98	98	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_blowgun_hd3	9341		sfx/monster_hd	monster\pygmy\monster_pygmy_blowgun_3_hd.flac	0	0	0	0	0	255	255	98	98	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_blowgun_hd4	9342		sfx/monster_hd	monster\pygmy\monster_pygmy_blowgun_4_hd.flac	0	0	0	0	0	255	255	98	98	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd1	9343		sfx/monster_hd	monster\pygmy\monster_pygmy_death_1_hd.flac	0	0	0	0	0	200	200	95	114	7	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd2	9344		sfx/monster_hd	monster\pygmy\monster_pygmy_death_2_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd3	9345		sfx/monster_hd	monster\pygmy\monster_pygmy_death_3_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd4	9346		sfx/monster_hd	monster\pygmy\monster_pygmy_death_4_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd5	9347		sfx/monster_hd	monster\pygmy\monster_pygmy_death_5_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd6	9348		sfx/monster_hd	monster\pygmy\monster_pygmy_death_6_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_death_hd7	9349		sfx/monster_hd	monster\pygmy\monster_pygmy_death_7_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd1	9350		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_1_hd.flac	0	0	0	0	0	200	200	95	114	8	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd2	9351		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_2_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd3	9352		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_3_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd4	9353		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_4_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd5	9354		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_5_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd6	9355		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_6_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd7	9356		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_7_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_hit_hd8	9357		sfx/monster_hd	monster\pygmy\monster_pygmy_gethit_8_hd.flac	0	0	0	0	0	200	200	95	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_neutral_hd1	9358		sfx/eax/monster_neutral_hd	monster\pygmy\monster_pygmy_neutral_1_hd.flac	0	0	0	0	0	142	180	100	114	5	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_neutral_hd2	9359		sfx/eax/monster_neutral_hd	monster\pygmy\monster_pygmy_neutral_2_hd.flac	0	0	0	0	0	142	182	100	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_neutral_hd3	9360		sfx/eax/monster_neutral_hd	monster\pygmy\monster_pygmy_neutral_3_hd.flac	0	0	0	0	0	142	182	100	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_neutral_hd4	9361		sfx/eax/monster_neutral_hd	monster\pygmy\monster_pygmy_neutral_4_hd.flac	0	0	0	0	0	142	180	100	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmy_neutral_hd5	9362		sfx/eax/monster_neutral_hd	monster\pygmy\monster_pygmy_neutral_5_hd.flac	0	0	0	0	0	142	180	100	114	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_attack_hd1	9363		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_attack_1_hd.flac	0	0	0	0	0	200	200	90	105	5	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_attack_hd2	9364		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_attack_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_attack_hd3	9365		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_attack_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_attack_hd4	9366		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_attack_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_attack_hd5	9367		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_attack_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd1	9368		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_1_hd.flac	0	0	0	0	0	200	200	90	105	6	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd2	9369		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd3	9370		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd4	9371		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd5	9372		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_death_hd6	9373		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_death_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_hit_hd1	9374		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_gethit_1_hd.flac	0	0	0	0	0	200	200	90	105	5	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_hit_hd2	9375		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_gethit_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_hit_hd3	9376		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_gethit_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_hit_hd4	9377		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_gethit_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_hit_hd5	9378		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_gethit_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd1	9379		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_1_hd.flac	0	0	0	0	0	160	200	95	110	6	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd2	9380		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_2_hd.flac	0	0	0	0	0	160	200	95	110	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd3	9381		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_3_hd.flac	0	0	0	0	0	160	200	95	110	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd4	9382		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_4_hd.flac	0	0	0	0	0	160	200	95	110	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd5	9383		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_5_hd.flac	0	0	0	0	0	160	200	95	110	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_neutral_hd6	9384		sfx/eax/monster_neutral_hd	monster\pygmyshaman\monster_pygmyshaman_neutral_6_hd.flac	0	0	0	0	0	160	200	95	110	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd1	9385		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_1_hd.flac	0	0	0	0	0	200	200	90	105	6	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd2	9386		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd3	9387		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd4	9388		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd5	9389		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
pygmyshaman_spell_hd6	9390		sfx/monster_hd	monster\pygmyshaman\monster_pygmyshaman_spell_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd1	9391		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_1_hd.flac	0	0	0	0	0	200	200	90	105	7	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd2	9392		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd3	9393		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd4	9394		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd5	9395		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd6	9396		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_attack_hd7	9397		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_attack_7_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd1	9398		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_1_hd.flac	0	0	0	0	0	200	200	90	105	7	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd2	9399		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd3	9400		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd4	9401		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd5	9402		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd6	9403		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_death_hd7	9404		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_death_7_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_getup_hd1	9405		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_getup_1_hd.flac	0	0	0	0	0	200	200	90	105	4	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_getup_hd2	9406		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_getup_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_getup_hd3	9407		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_getup_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_getup_hd4	9408		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_getup_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd1	9409		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_1_hd.flac	0	0	0	0	0	200	200	90	105	7	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd2	9410		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_2_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd3	9411		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_3_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd4	9412		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_4_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd5	9413		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_5_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd6	9414		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_6_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_hit_hd7	9415		sfx/monster_hd	monster\reanimatedhorde\monster_reanimatedhorde_gethit_7_hd.flac	0	0	0	0	0	200	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	80	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd1	9416		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_1_hd.flac	0	0	0	0	0	160	200	90	105	8	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd2	9417		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_2_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd3	9418		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_3_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd4	9419		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_4_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd5	9420		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_5_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd6	9421		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_6_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd7	9422		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_7_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
reanimatedhorde_neutral_hd8	9423		sfx/eax/monster_neutral_hd	monster\reanimatedhorde\monster_reanimatedhorde_neutral_8_hd.flac	0	0	0	0	0	160	200	90	105	0	0	0	0	0	1	0	0	0	1	0	60	0	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd1	9424		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_1_hd.flac	0	0	0	0	0	69	101	110	111	6	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd2	9425		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_2_hd.flac	0	0	0	0	0	69	101	110	111	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd3	9426		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_3_hd.flac	0	0	0	0	0	69	101	110	111	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd4	9427		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_4_hd.flac	0	0	0	0	0	69	101	110	111	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd5	9428		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_5_hd.flac	0	0	0	0	0	69	101	110	111	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_attack_hd6	9429		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_attack_6_hd.flac	0	0	0	0	0	69	101	110	111	0	0	0	0	0	0	1	0	8	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_burrow_hd1	9430		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_burrow_1_hd.flac	0	0	0	0	0	176	176	90	105	3	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_burrow_hd2	9431		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_burrow_2_hd.flac	0	0	0	0	0	176	176	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_burrow_hd3	9432		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_burrow_3_hd.flac	0	0	0	0	0	176	176	90	105	0	0	0	0	0	1	0	0	0	1	0	90	80	0	0	1	0	0	-1	-1	-1	0	0	
sandmaggot_death_hd1	9433		sfx/monster_hd	monster\sandmaggot\monster_sandmaggot_death_1_hd.flac	0	0	0	0	0	176	176	90	105	6	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
