id	old	new
20067	"德魯伊出現在哈洛加斯！事情到了這個地步了嗎？

在魔法派系之戰後，我以為德魯伊再也不會出現在這。你冒了很大的風險來到這裡！

老實說，我對你們這些變形者依然不太放心，但是我尊敬你們追求平衡與平靜的生活方式。如果你願意信任我們，我也會信任你，讓你留下來。

我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士...能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"	"德魯伊出現在哈洛加斯！事情到了這個地步了嗎？

在魔法派系之戰後，我以為德魯伊再也不會出現在這。你冒了很大的風險來到這裡！

老實說，我對你們這些變形者依然不太放心，但是我尊敬你們追求平衡與平靜的生活方式。如果你願意信任我們，我也會信任你，讓你留下來。

我是夸爾凱克，哈洛加斯的資深重裝戰士。

你看來應該是個戰士…能多個戰力當然幫助不小。不過萬一你死了，別期望其他人會為你哀悼。

巴爾和他的名號一模一樣，就像一場無情瘟疫，蹂躪我們的家園。

我們的長老用生命設下結界，暫時擋住邪惡敵人，但是巴爾派軍包圍，我們傷亡慘重。

我的手下幾乎全數陣亡，其他人則是還被困在山裡面。

但是，我發誓我們還沒輸！我們會誓死保護這座聖山！"
20070	"瑪拉喪子，帶來莫大的哀痛，他是我們最厲害的弓箭手。

他當時正率領一群人成功對抗巴爾的部隊，惡魔的長矛突然貫穿他的身體。那個傷勢實在...這樣說吧，就連瑪拉自己都承認，當場死亡已經是種恩賜。"	"瑪拉喪子，帶來莫大的哀痛，他是我們最厲害的弓箭手。

他當時正率領一群人成功對抗巴爾的部隊，惡魔的長矛突然貫穿他的身體。那個傷勢實在…這樣說吧，就連瑪拉自己都承認，當場死亡已經是種恩賜。"
20075	"拉蘇克的鍛造技術十分精湛，可是他的腦袋裡卻裝滿奇怪的點子。

有一天他突然跑來找我，告訴我一個能夠突圍的計畫。他想在大管子裡面塞滿會爆炸的粉末和鋼球，然後...呃...我剛剛說過了，真的很怪。"	"拉蘇克的鍛造技術十分精湛，可是他的腦袋裡卻裝滿奇怪的點子。

有一天他突然跑來找我，告訴我一個能夠突圍的計畫。他想在大管子裡面塞滿會爆炸的粉末和鋼球，然後…呃…我剛剛說過了，真的很怪。"
20078	呃...我跟你說過，敵人有投石機嗎？	呃…我跟你說過，敵人有投石機嗎？
20080	你已經證明了你救人的實力...但你在殺怪物方面的功夫怎麼樣？	你已經證明了你救人的實力…但你在殺怪物方面的功夫怎麼樣？
20088	"你還在這裡幹嘛？我以為你要去送死了。

去去去...快去。"	"你還在這裡幹嘛？我以為你要去送死了。

去去去…快去。"
20090	"你是一個超乎我預期的偉大戰士...抱歉，之前把你看扁了。

為了表達我的感激，我會在你指定的物品上面幫你打製一個鑲孔，而且從現在開始，我所有的東西都算你特價。"	"你是一個超乎我預期的偉大戰士…抱歉，之前把你看扁了。

為了表達我的感激，我會在你指定的物品上面幫你打製一個鑲孔，而且從現在開始，我所有的東西都算你特價。"
20093	"啊...這場圍城戰終於結束了，你真是個天使。

謝謝你。"	"啊…這場圍城戰終於結束了，你真是個天使。

謝謝你。"
20094	"外地人，結束這場圍城戰並不會馬上讓你受人敬重。

唯有犧牲付出，方能贏得敬意...這道理你懂嗎？"	"外地人，結束這場圍城戰並不會馬上讓你受人敬重。

唯有犧牲付出，方能贏得敬意…這道理你懂嗎？"
20095	"嗯...你成功阻止了圍城局勢。

你比我想像的還要強悍，我向你致上誠摯的敬意。"	"嗯…你成功阻止了圍城局勢。

你比我想像的還要強悍，我向你致上誠摯的敬意。"
20110	"謝謝你幫忙把手下救回來。我聽說你戰鬥時非常英勇，或許我們還有一線生機。

如果你願意的話，你可以雇用幾個救回來的傭兵。還有...請收下這組符文。我原本想等到有鑲孔的盾牌再用，不過交給你更能發揮用途。

記得要調整順序，才能發揮最完整的效果。"	"謝謝你幫忙把手下救回來。我聽說你戰鬥時非常英勇，或許我們還有一線生機。

如果你願意的話，你可以雇用幾個救回來的傭兵。還有…請收下這組符文。我原本想等到有鑲孔的盾牌再用，不過交給你更能發揮用途。

記得要調整順序，才能發揮最完整的效果。"
20127	"原來如此！那個狡猾的尼拉塞克就是安亞失蹤的幕後黑手...而且還用冰凍詛咒困住她。

拿著，把這瓶藥水交給安亞，這樣應該可以解救她。"	"原來如此！那個狡猾的尼拉塞克就是安亞失蹤的幕後黑手…而且還用冰凍詛咒困住她。

拿著，把這瓶藥水交給安亞，這樣應該可以解救她。"
20128	天啊！安亞被那個墮落的野蠻人，尼拉塞克凍住了...抱歉我無能為力，但或許瑪拉幫得上忙。	天啊！安亞被那個墮落的野蠻人，尼拉塞克凍住了…抱歉我無能為力，但或許瑪拉幫得上忙。
20129	"可憐的安亞！我早該猜到尼拉塞克是個叛徒...

如果他還活著，幫我宰了他！"	"可憐的安亞！我早該猜到尼拉塞克是個叛徒…

如果他還活著，幫我宰了他！"
20131	"英雄...是尼拉塞克幹的！ 

如果你是來幫我的，我唯一的希望就是瑪拉。

拜託你...告訴她你找到我了..."	"英雄…是尼拉塞克幹的！ 

如果你是來幫我的，我唯一的希望就是瑪拉。

拜託你…告訴她你找到我了…"
20141	說真的，救出安亞，很棒。尼拉塞克正要把聖物交給巴爾，你卻跑來找我講話，呃...很糟。	說真的，救出安亞，很棒。尼拉塞克正要把聖物交給巴爾，你卻跑來找我講話，呃…很糟。
20144	"噢...情況居然會變得如此惡劣。

朋友，我知道你似乎總是慢了一步。但換個角度來看...你讓邪惡避之唯恐不及。"	"噢…情況居然會變得如此惡劣。

朋友，我知道你似乎總是慢了一步。但換個角度來看…你讓邪惡避之唯恐不及。"
20145	"...還有什麼好說的？

宰掉尼拉塞克！"	"…還有什麼好說的？

宰掉尼拉塞克！"
20146	"尼拉塞克不是個和善的人。可是他居然背叛全世界...

唉...這樣他的靈魂該去哪邊安息呢？"	"尼拉塞克不是個和善的人。可是他居然背叛全世界…

唉…這樣他的靈魂該去哪邊安息呢？"
20148	"你阻止了尼拉塞克，但聖物已經不在他的手上！他一定把它交給巴爾了。這樣巴爾抵達亞瑞特山巔的時候，就不會受到先祖的考驗。

...該死的尼拉塞克！

不過，我還是很感謝你的努力。請讓我用魔法，把你的名字刻在你選的一樣物品上面，這是我的一點心意。"	"你阻止了尼拉塞克，但聖物已經不在他的手上！他一定把它交給巴爾了。這樣巴爾抵達亞瑞特山巔的時候，就不會受到先祖的考驗。

…該死的尼拉塞克！

不過，我還是很感謝你的努力。請讓我用魔法，把你的名字刻在你選的一樣物品上面，這是我的一點心意。"
20150	嗯...巴爾為什麼想進入亞瑞特山啊？	嗯…巴爾為什麼想進入亞瑞特山啊？
20153	"每次我聽到你的英勇事蹟，都覺得你越來越像個傳奇人物。

不過千萬要小心，你接下來要去的亞瑞特山巔，可是連我也不敢踏足的地方。那裡是我族最神聖的場所，據說該處有先祖看守，他們會攔下不夠資格的人。

你在這邊的名聲完全派不上用場...只有先祖才能決定你夠不夠資格。

祝你好運。"	"每次我聽到你的英勇事蹟，都覺得你越來越像個傳奇人物。

不過千萬要小心，你接下來要去的亞瑞特山巔，可是連我也不敢踏足的地方。那裡是我族最神聖的場所，據說該處有先祖看守，他們會攔下不夠資格的人。

你在這邊的名聲完全派不上用場…只有先祖才能決定你夠不夠資格。

祝你好運。"
20157	"每個夜晚我都會向先祖祈願和平...如今你卻得和他們交手。

啊...戰士，這一次我該向誰祈禱？"	"每個夜晚我都會向先祖祈願和平…如今你卻得和他們交手。

啊…戰士，這一次我該向誰祈禱？"
20170	"記住，巴爾曾經附在塔拉夏身上，他是古代赫拉迪姆最強大的人物之一。

你和墨菲斯托以及迪亞布羅的戰鬥，完全無法跟巴爾相提並論。

在塔拉夏的知識幫助之下...毀滅之王和你的戰鬥會撼動整座山嶽。"	"記住，巴爾曾經附在塔拉夏身上，他是古代赫拉迪姆最強大的人物之一。

你和墨菲斯托以及迪亞布羅的戰鬥，完全無法跟巴爾相提並論。

在塔拉夏的知識幫助之下…毀滅之王和你的戰鬥會撼動整座山嶽。"
20171	我不過是個鍛造師，但是我很清楚...巴爾打算利用隱藏在聖山的秘密來毀滅世界。就算腦袋不靈光，也知道這下子非得阻止他才行。	我不過是個鍛造師，但是我很清楚…巴爾打算利用隱藏在聖山的秘密來毀滅世界。就算腦袋不靈光，也知道這下子非得阻止他才行。
20175	"凡人，我很佩服你，你戰勝了這個世界前所未有的艱鉅挑戰，打敗最後一個罪惡之源。不過，一切為時已晚，巴爾的毀滅力量，已經徹底汙染了世界之石。

再過一段時間，等世界之石的能量完全流失，位於世界之間的屏障就會瓦解，然後地獄的大軍會湧進...聖休亞瑞...把所有人類，和你們所構築的一切消滅殆盡。

因此，我必須摧毀受到汙染的世界之石，以免地獄的力量在此生根。你們的世界會從此改變，後果連我也無法預料。不過，這是唯一能夠讓人類存活下來的方法。

凡人，快離開。我打開的傳送門，可以送你到安全的地方。

願永恆之光照耀你和後代子嗣，以彰顯你今日所為。人類的存續，會作為你的傳奇事蹟流傳後世！更重要的是，你們得以脫離這場永無止境的戰爭。"	"凡人，我很佩服你，你戰勝了這個世界前所未有的艱鉅挑戰，打敗最後一個罪惡之源。不過，一切為時已晚，巴爾的毀滅力量，已經徹底汙染了世界之石。

再過一段時間，等世界之石的能量完全流失，位於世界之間的屏障就會瓦解，然後地獄的大軍會湧進…聖休亞瑞…把所有人類，和你們所構築的一切消滅殆盡。

因此，我必須摧毀受到汙染的世界之石，以免地獄的力量在此生根。你們的世界會從此改變，後果連我也無法預料。不過，這是唯一能夠讓人類存活下來的方法。

凡人，快離開。我打開的傳送門，可以送你到安全的地方。

願永恆之光照耀你和後代子嗣，以彰顯你今日所為。人類的存續，會作為你的傳奇事蹟流傳後世！更重要的是，你們得以脫離這場永無止境的戰爭。"
20176	"英雄，你把不可能化做了可能。你打倒了最後一位罪惡之源，這是聖光的偉大勝利。

但你說必須要摧毀世界之石實在太奇怪了。預言中完全沒有提到這一點。

或許我們奮鬥的意義全都會消失...又或許，我們再也不用戰鬥了！"	"英雄，你把不可能化做了可能。你打倒了最後一位罪惡之源，這是聖光的偉大勝利。

但你說必須要摧毀世界之石實在太奇怪了。預言中完全沒有提到這一點。

或許我們奮鬥的意義全都會消失…又或許，我們再也不用戰鬥了！"
20177	"我知道你遲早會打倒巴爾。朋友，你已經完成了你在這趟旅程中的所有目標。

自從你在崔斯特姆把我救出來之後，我就相信你能辦到。能夠在一路上為你提供協助，是我莫大的光榮。

看來...世界之石已經被巴爾腐化了。而現在泰瑞爾不得不摧毀它。別擔心，不管之後要面對什麼，我相信聖光一定會指引我們。

去吧，回到世界之石大殿，進入泰瑞爾為你打開的傳送門。"	"我知道你遲早會打倒巴爾。朋友，你已經完成了你在這趟旅程中的所有目標。

自從你在崔斯特姆把我救出來之後，我就相信你能辦到。能夠在一路上為你提供協助，是我莫大的光榮。

看來…世界之石已經被巴爾腐化了。而現在泰瑞爾不得不摧毀它。別擔心，不管之後要面對什麼，我相信聖光一定會指引我們。

去吧，回到世界之石大殿，進入泰瑞爾為你打開的傳送門。"
20180	"毀掉世界之石，對我們的世界來說絕不是什麼好事，不過我會盡量別想太多...

畢竟我們有你這樣的戰士，為聖光和我們而戰！

一路順風！"	"毀掉世界之石，對我們的世界來說絕不是什麼好事，不過我會盡量別想太多…

畢竟我們有你這樣的戰士，為聖光和我們而戰！

一路順風！"
21897	這裡真暗...太棒了。	這裡真暗…太棒了。
21899	嗯...裡面埋的是誰的傑作呢？	嗯…裡面埋的是誰的傑作呢？
21900	培育死人...太奇怪了。	培育死人…太奇怪了。
21901	這裡居然腐化到這個地步...	這裡居然腐化到這個地步…
21902	嗯...這裡瀰漫著邪氣。	嗯…這裡瀰漫著邪氣。
21917	崔斯特姆...迪亞布羅摧毀的第一個城鎮。	崔斯特姆…迪亞布羅摧毀的第一個城鎮。
21918	啊...廢墟...城市最終的宿命。	啊…廢墟…城市最終的宿命。
21923	跟眼前這麼多寶藏比起來...惡臭算什麼。	跟眼前這麼多寶藏比起來…惡臭算什麼。
21931	日蝕...絕對不是好兆頭。	日蝕…絕對不是好兆頭。
21932	奇怪...突然有日蝕。	奇怪…突然有日蝕。
21933	黑暗的魔法...流竄於更黑暗的古墓中。	黑暗的魔法…流竄於更黑暗的古墓中。
21934	唉，是蛇...我恨蛇。	唉，是蛇…我恨蛇。
21942	終於...我可以離開這個扭曲的惡夢了。	終於…我可以離開這個扭曲的惡夢了。
21948	迪亞布羅...我遲早會找到你。	迪亞布羅…我遲早會找到你。
21953	奧瑪斯...好好研究這本書。	奧瑪斯…好好研究這本書。
21962	嗯...翠玉塑像。該怎麼處理呢？	嗯…翠玉塑像。該怎麼處理呢？
21963	啊...看來是玉製的...應該有點價值吧。	啊…看來是玉製的…應該有點價值吧。
21973	墮落的傢伙...歸天吧。	墮落的傢伙…歸天吧。
22008	哼，我早該料到的...	哼，我早該料到的…
22009	尼拉塞克...你躲不了的。	尼拉塞克…你躲不了的。
22011	哼...叛徒就該是這種下場。	哼…叛徒就該是這種下場。
22014	和巴爾串通...真是個悲慘的錯誤。	和巴爾串通…真是個悲慘的錯誤。
22015	你們這些邪惡法師...全都沉溺在力量之中。	你們這些邪惡法師…全都沉溺在力量之中。
22020	山巔...是野蠻人的聖地。	山巔…是野蠻人的聖地。
22023	終於到了...亞瑞特山巔。	終於到了…亞瑞特山巔。
22025	先祖的大廳...真壯觀！	先祖的大廳…真壯觀！
23133	啊...糟糕。	啊…糟糕。
23162	真沒想到，你居然能平安歸來。絕大多數從地獄回來的凡人...都死掉了，不然就是變成不死生物。	真沒想到，你居然能平安歸來。絕大多數從地獄回來的凡人…都死掉了，不然就是變成不死生物。
23306	你好，朋友。我一直希望你能回來。這裡讓人很不安...特別是只有我一個人的時候。	你好，朋友。我一直希望你能回來。這裡讓人很不安…特別是只有我一個人的時候。
23416	嘿...	嘿…
23508	嘿！到底想幹嘛啦？哦，是你啊！呃...嗨。	嘿！到底想幹嘛啦？哦，是你啊！呃…嗨。
23536	就算死亡也無法逃出我的手掌心...	就算死亡也無法逃出我的手掌心…
23537	啊...四周盡是生命的氣息。	啊…四周盡是生命的氣息。
23689	唉呀...不妙。	唉呀…不妙。
